Book Title,Final Answer
부동산중개 권리분석실무,"책 제목 : 부동산중개 권리분석실무
저자 : 현문길
출판사 : 부연사
출판일 : 2025년 1월 22일
ISBN : 9791194217060
설명 : 중개업을 개업하기 위한 첫 관문도 중개실무요, 중개업에서 생존하기 위한 방법도 “부동산중개 권리분석”을 이해하고 적용시키는 것이며, 부동산전문가가 되기 위한 최고의 길 역시 중개실무를 할 수 있느냐가 가장 중요한 과제입니다. 중개업 30년, 경매 30년의 노하우를 통한 현장 실무자, 현장 강의자 입장에서 이론과 실무의 핵심적 내용으로 집필하였습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5254896/52548967711.20250121075614.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52548967711"
2025 중국에 묻는 네 가지 질문,"책 제목 : 2025 중국에 묻는 네 가지 질문 (미·중 갈등 구도에서 한국이 걸어야 할 한·중 외교의 길)
저자 : 노영민
출판사 : 메디치미디어
출판일 : 2025년 1월 22일
ISBN : 9791157063949
설명 : 한반도에서 새로운 냉전 구도가 펼쳐지고 있는 가운데 트럼프 2.0 시대를 맞아 우리의 외교 환경은 불확실성이 더욱 커지고 있다. 중국의 속살을 제대로 보여주는 이 책은 한중 관계뿐 아니라 우리 외교의 나아갈 방향에 대한 좋은 지침서가 될 것입니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5257867/52578676878.20250123071239.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52578676878"
악당으로부터 대한민국 지키기,"책 제목 : 악당으로부터 대한민국 지키기 (친위 쿠데타 재발 방지를 위한 13가지 질문)
저자 : 이광재
출판사 : 메디치미디어
출판일 : 2025-01-22
ISBN : 9791157063956
설명 : 이 책 《악당으로부터의 대한민국 지키기》에서는 13가지 질문을 통해 앞으로 대한민국이 나아가야 할 미래를 모색한다, 어떻게 탄핵 너머 대한민국을 재설계할 것인가? 저자의 바람대로 지혜와 열정을 모아 집단 지성의 힘으로 나라다운 나라, 품격 있는 나라로 나아가는 데 가장 적합한 해법을 찾을 수 있기를 소망한다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5257867/52578675683.20250123071223.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52578675683"
왜 테슬라인가,"책 제목 : 왜 테슬라인가 (당신이 테슬라에 투자해야 하는 이유)
저자 : 지혜탐험가
출판사 : 포르체
출판일 : 2025년 01월 22일
ISBN : 9791193584811
설명 : 테슬라 전 생태계를 해부한 투자 전략서로, 자동차 공학 전문가가 알려주는 테슬라 혁신의 모든 것을 담고 있습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5257867/52578676411.20250121081234.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52578676411"
오깜빡 선생님과 노빵점 교실,"책 제목 : 오깜빡 선생님과 노빵점 교실
저자 : 이란실
출판사 : 파스텔하우스
출판일 : 2025-01-22
ISBN : 9791194098027
설명 : 자주 깜빡깜빡하는 오깜빡 선생님과 아이들처럼 빵점 맞는 게 두려운 노빵점 선생님, 1학년 1반 아이들은 학교에서 우리만의 특별한 이야기 만들고, 그 속에서 소중한 것을 스스로 배우니까요. 진짜 친구가 되는 방법, 새로운 답을 찾는 방법, 어려운 공부 시간을 넘는 방법, 모두 백 점이 되는 방법까지... 서로 생각이 다르고, 속도가 느리기도 하고, 틀리고 실수할 때도 있지만 그 과정에서 매일매일 끈기와 협동, 우정과 사랑을 배워 나가요. 
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5257867/52578676009.20250121075735.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52578676009"
경찰 헌법도약 최근 3개년 헌법판례정리,"책 제목 : 경찰 헌법도약 최근 3개년 헌법판례정리 (25년 1차 경찰시험대비 최신판)
저자 : 이국령
출판사 : 윌비스
출판일 : 2025년 1월 22일
ISBN : 979-11-6618-8787-7
설명 : 헌법 시험은 기존에 알고 있던 내용들을 충실히 반복하는 것도 중요하지만, 최신 판례를 알고 가는 것도 중요합니다. 기존의 법리로 해결되지 않는 내용들이나 전혀 새로운 내용을 담고 있는 판례들도 계속 등장하기 때문입니다. 그러나 한도 끝도 없이 양을 늘리면 오히려 수험에 부담이 되므로 효율적이고 정확한 정리를 위해 노력하였습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5253815/52538152697.20250118071225.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52538152697"
2025 박문각 공무원 365 모의고사: 주간 모의고사 25년 2월,"책 제목 : 2025 박문각 공무원 365 모의고사 주간 모의고사 : 25년 2월 (박문각 7·9급 공무원 공채 대비)
저자 : 박문각 합격전략연구소
출판사 : 박문각
출판일 : 2025-01-22
ISBN : 979-11-72625-818
설명 : '박문각 합격관리' 앱을 통해 답안입력, 성적관리, 합격예측 전망, 동영상 해설강의, 1:1 상담 등의 관리 시스템을 제공하며, 75명의 전문 출제진과 박문각 합격전략연구소의 6회 이상의 문제 검수를 통해 출제된 문제는 수험생을 가장 빠른 합격의 길로 인도하는 책입니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5259786/52597869809.20250121202029.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52597869809"
하츠*하루 9,"책 제목 : 하츠 하루 9
저자 : Shizuki FUJISAWA
출판사 : 대원씨아이
출판일 : 2025년 01월 22일
ISBN : 979-11-4230-5238
설명 : 제공되지 않음
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5259595/52595950823.20250123071219.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52595950823"
최애가 오빠가 되었습니다 6,"책 제목 : 최애가 오빠가 되었습니다 6
저자 : Sae Kumanami
출판사 : 미우(대원씨아이)
출판일 : 2025-01-22
ISBN : 979-11-4230-483-5
설명 : 엄마의 재혼으로 생긴 오빠가 자신의 최애인 인기 모델 노아였다는 이야기로, 노아는 냉대응으로 유명하지만 주인공에게만 갓대응을 해주며 신비에 싸인 최애에게 넘치도록 사랑받는 한지붕 아래 러브 코미디입니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5259595/52595950772.20250122071409.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52595950772"
청춘 시무룩 클럽 15,"책 제목 : 청춘 시무룩 클럽 15
저자 : 아사다 닛키
출판사 : 대원씨아이
출판일 : 2025년 01월 22일
ISBN : 979-11-4230-504-7
설명 : 적중률 100%. 그녀의 가슴이 뛰면 커플이 탄생. 연애하고 싶은 자, 먼저 그녀의 사랑을 얻을지어다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5259595/52595950857.20250123071258.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52595950857"
여동생은 시스콤 오빠가 귀찮아 1,"책 제목 : 여동생은 시스콤 오빠가 귀찮아 1
저자 : Yoshimizu
출판사 : 대원씨아이
출판일 : 2025-01-14
ISBN : 979-11-4230-492-7
설명 : 보잘것없는 고등학생 하세가와 유이에게는 운동신경 발군, 두뇌 명석, 쿨한 성격에 학교 최고의 얼굴천재라 불리는 오빠 유우가 있다. 남매라 생각할 수 없을 만큼 전혀 닮지 않은 두 사람. 오죽하면 불화설이 돌 정도. 그런 ‘완벽한 오빠’를 가진 유이는 한가지 고민이 있었다. 그건 바로...... 문무겸비에 수려한 오빠가 실은 중증의 시스콤이란는 사실...!
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5259595/52595950822.20250123071237.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52595950822"
밥을 너무 많이 하는 여자와 완식계 남자 7,"책 제목 : 밥을 너무 많이 하는 여자와 완식계 남자 7
저자 : 아게타테 시노
출판사 : 미우(대원씨아이)
출판일 : 2025년 01월 22일
ISBN : 979-11-4230-509-2
설명 : 밥을 너무 많이 하는 여자와 완식계 남자 7권의 정보입니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5259595/52595950764.20250121155552.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52595950764"
문 너머에는 로맨스,"책 제목 : 문 너머에는 로맨스 (B愛 125)
저자 : HICALO
출판사 : 대원씨아이
출판일 : 2025-01-14
ISBN : 979-11-4230-494-1
설명 : 출장 서비스를 부른 카가미의 앞에 나타난 취향에 딱 맞는 청년 미나토. 기뻐하는 것도 잠시, 미나토는 방을 잘못 찾아온 음식 배달원이란 걸 깨닫는다. 하지만 미나토가 너무나 취향이었던 카가미는 무심코 장난기가 발동하여 키스를 해버린다. 단 한 번의 우연한 만남...그렇게 생각하던 다음 날, 배달원으로 찾아온 미나토와 재회한다. 마음이 설레는 카가미는 그저 귀엽고 올곧은 미나토에게 점점 흥미를 갖기 시작하는데..?
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5259595/52595950858.20250123071242.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52595950858"
루체와 백의 계약 3,"책 제목 : 루체와 백의 계약 3
저자 : Touya Mikanagi
출판사 : 대원씨아이
출판일 : 2025-01-22
ISBN : 979-11-4230-5207
설명 : 
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5259595/52595950869.20250122071321.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52595950869"
꽃다발을 다시 한번 3(완결),"책 제목 : 꽃다발을 다시 한번 3(완결) (완결)
저자 : ancou
출판사 : 대원씨아이
출판일 : 2025년 01월 22일
ISBN : 979-11-4230-5108
설명 : 아직 제공되지 않습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5259595/52595950812.20250121155555.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52595950812"
금색의 코르다-스타라이트 오케스트라 4(완결),"책 제목 : 금색의 코르다: 스타라이트 오케스트라 4(완결) (완결)
저자 : 야츠하시 하치 지음, 타카야마 시노부 그림, 루비 파티 원작
출판사 : 대원씨아이
출판일 : 2025-01-22
ISBN : 979-11-4230-516-0
설명 : 
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5259595/52595950780.20250121155554.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52595950780"
인간교차점 16,"책 제목 : 인간교차점 개정판 16 (개정판)
저자 : 히로카네 켄시
출판사 : 미우(대원씨아이)
출판일 : 2025-01-22
ISBN : 979-11-7288-557-1
설명 : 
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5259595/52595950765.20250122071339.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52595950765"
열혈강호 92,"책 제목 : 열혈강호 92
저자 : 전극진
출판사 : 대원씨아이
출판일 : 2025년 1월 22일
ISBN : 979-11-4230-7775
설명 : 사파 최고의 인물인 천마신군의 제자 한비광과 정파 최고의 기인인 검황의 손녀딸 담화린이 거친 무림을 배경으로 펼치는 무협만화
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5259595/52595950843.20250122071404.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52595950843"
신장판 오! 나의 여신님 15,"책 제목 : 오! 나의 여신님 신장판 15
저자 : 후지시마 코스케
출판사 : 대원씨아이
출판일 : 2025년 01월 22일
ISBN : 979-11-7288-5410
설명 : 해당 책의 구매 링크에서 확인하실 수 있습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5259595/52595950831.20250122071328.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52595950831"
빙속성 남자와 쿨한 동료여자 10,"책 제목 : 빙속성 남자와 쿨한 동료여자 10
저자 : 토노가야 미유키
출판사 : 대원씨아이
출판일 : 2025년 01월 22일
ISBN : 979-11-4230-5672
설명 : 현대를 살아가는 설녀의 후예인 히무로 군과 동료의 조금 독특하고 상냥한 후유즈키 씨의 이야기를 담고 있습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5259595/52595950796.20250122071341.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52595950796"
2025 초스피드 전기기능장 필답형 실기,"책 제목 : 2025 초스피드 전기기능장 필답형 실기 (최신 한국전기설비규정(KEC) 반영)
저자 : 김영복
출판사 : 성안당
출판일 : 2025년 1월 22일
ISBN : 9788931513462
설명 : 초스피드하게 단번에 합격하기 전기기능장 필답형 실기 완벽 대비서!! 전기는 모든 산업의 근간으로 그에 따라 전기기술자들을 필요로 하는 곳이 증가하고 있습니다. 따라서 전기자격증을 취득하려는 사람도 급증하는 추세입니다. 이에 실무진의 요구에 부응하고 전기기능장의 새로운 실기시험의 출제기준에 따라 중요한 합격의 변수가 될 수 있는 필답형 시험교재를 집필하게 되었습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5254896/52548967707.20250118071223.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52548967707"
그리스 로마 신화 43: 마케도니아 전쟁,"책 제목 : 그리스 로마 신화 43: 마케도니아 전쟁 (마케도니아 전쟁)
저자 : 김정욱
출판사 : 아울북
출판일 : 2025-01-22
ISBN : 979-11-7117-425-6
설명 : '마케도니아 전쟁'은 두 강대국 마케도니아와 로마 사이에서 약 70년 동안 4번에 걸쳐 벌어진 전쟁에 대한 이야기다. 이탈리아반도에서 한니발이 로마를 공격하여 큰 승리를 거두었다는 소식을 들은 마케도니아의 왕 필리포스 5세는 한니발과 동맹을 맺고 로마를 공격했다. 로마의 세력이 커지는 것을 막고 알렉산드로스 대왕 시절의 영토를 회복하기 위해서다. 기원전 214년, 필리포스 5세는 함대를 만들어 일리리아를 차지한다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5257605/52576053628.20250121081445.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52576053628"
천문비결,"책 제목 : 천문비결 (개정증보판)
저자 : 김정여
출판사 : 당그래
출판일 : 2025년 1월 22일
ISBN : 9788960460638
설명 : 이 세상 어느 누구도 정해진 각본에 의해 살아가는 것은 아니다. 결코 운명의 각본이란 있을 수 없는 것이다. 운명이니 팔자니 하며 절망하는 것은 소극적인 운명론자들의 지론일 뿐, 그 어느 누구의 인생도 짜여진 각본에 의해 진행된다는 것은 아니다. 인생은 스스로의 의지와 선택에 의해 만들어져 가는 것이다. 그러므로 자신이 인생을 엮어 가는 것이지 신이 한 사람의 운명을 정해 놓고 그 길로만 가게 하는 것은 아닌 것이다. 이런 나의 주장이 많은 역술인들의 반발을 살 수 있다는 것도 알고 있지만 나 역시 역술인의 한 사람으로 자신있게 운명은 정해져 있는 것이 아니라는 주장을 당당하게 하는 바이다. 만일 운명이 정해져 있는 것이라면 우린 구태여 열심히 살려고 노력하지 않아도 된다. 또한 굳이 신이라는 존재를 믿을 필요도 종교가 있을 필요도 없고 도덕이나 규범이 필요치 않을 것이다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5252311/52523110215.20250118071215.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52523110215"
높여드림의 능력,"책 제목 : 높여드림의 능력
저자 : 멀린 캐러더스
출판사 : 규장
출판일 : 2025-01-22
ISBN : 9791165045920
설명 : ‘모든’ 상황 속에서 주님을 높여드려라! 지옥같이 고통스런 현실 속으로 천국이 흘러들어오기 시작한다. 전 세계 1,900만 독자에게 감동을 준 멀린 캐러더스의 ‘프레이즈 북스’
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5254896/52548967710.20250121081555.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52548967710"
하나님이 다스리시니,"책 제목 : 하나님이 다스리시니 (""평안하라, 담대하라"")
저자 : 낸시 레이 드모스
출판사 : 생명의말씀사
출판일 : 2025년 01월 22일
ISBN : 9788904169092
설명 : “우리의 안팎에서 폭풍우가 몰아칠 때, 끝나지 않는 고통에 무기력해질 때, 우리는 어떻게 해야 할까?” 남다른 통찰력으로 수많은 성도의 영적 성장을 돕는 ‘낸시 드모스’가 ‘다니엘서’ 속 ‘하나님의 다스리심’을 새롭게 조명한다!
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5253906/52539061081.20250119071937.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52539061081"
성경으로 읽는 영적 전쟁,"책 제목 : 성경으로 읽는 영적 전쟁
저자 : 김창현
출판사 : 예수전도단
출판일 : 2025-01-22
ISBN : 9788955366433
설명 : 성경은 전쟁 기록사이다. 하나님을 닮은 모습으로 창조된 인간이 허락받지 않은 과실을 움켜쥐었다. 하지만 그들에게는 궁극의 승리가 예언된 구원 메시지가 주어졌다. 이후로 성경은 구원을 방해하려는 사탄의 끊임없는 시도와 구원을 완성하시는 하나님의 열심을 그리며 둘의 싸움은 끝날 듯 끝나지 않는다. 성경의 관점에서 영적 전쟁을 설명하며, 사탄이 얼마나 집요하게 하나님의 사람들을 공격하는지, 하나님이 얼마나 열심히 구원을 이루어 가시는지를 발견할 수 있다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_3246331432/32463314325.20231018085802.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/32463314325"
신화와 전설 배색 아이디어 사전,"책 제목 : 신화와 전설 배색 아이디어 사전
저자 : 사쿠라이 테루코
출판사 : 한스미디어
출판일 : 2025-01-22
ISBN : 9791193712832
설명 : 신화와 전설의 숫자만큼 많은 배색이 존재하는 책으로 모든 크리에이터들의 창작과 세계관 설정에 반드시 도움이 되는 〈신화와 전설〉 배색 견본 총 2,430가지 수록되어 있다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5252057/52520570854.20250118071225.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52520570854"
AI와 악의 평범성,"책 제목 : AI와 악의 평범성
저자 : 이인미
출판사 : 커뮤니케이션북스
출판일 : 2025년 1월 22일
ISBN : 979-11-7307-368-7
설명 : AI의 발전과 그에 따른 철학적, 윤리적 문제를 탐구한다. 아렌트의 ‘악의 평범성’ 개념을 바탕으로 삶의 목적, 노동, 자유, 평등, 책임 등 중요한 인간적 가치들이 AI에 의해 어떻게 영향을 받는지를 분석한다. AI가 인간의 노동을 대체하고 효율성을 극대화하는 과정에서 그 윤리적 의미와 AI의 도덕적 책임을 진지하게 고찰한다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5252143/52521433766.20250118071237.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52521433766"
AI와 악의 평범성(큰글자책),"책 제목 : AI와 악의 평범성(큰글자책)
저자 : 이인미
출판사 : 커뮤니케이션북스
출판일 : 2025-01-22
ISBN : 979-11-7307-3694
설명 : AI의 발전과 그에 따른 철학적, 윤리적 문제를 탐구한다. 아렌트의 ‘악의 평범성’ 개념을 바탕으로 삶의 목적, 노동, 자유, 평등, 책임 등 중요한 인간적 가치들이 AI에 의해 어떻게 영향을 받는지를 분석한다. AI가 인간의 노동을 대체하고 효율성을 극대화하는 과정에서 그 윤리적 의미와 AI의 도덕적 책임을 진지하게 고찰한다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5252143/52521433832.20250118071241.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52521433832"
크리에이티브를 위한 AI,"책 제목 : 크리에이티브를 위한 AI
저자 : 표수연
출판사 : 커뮤니케이션북스
출판일 : 2025-01-22
ISBN : 979-11-7307-308-3
설명 : AI 기술이 창작과 창의성에 미치는 영향을 탐구한다. AI는 인간의 창의적 작업을 보조하고 혁신을 일으킬 수 있다. 그러나 AI가 창의성의 본질을 대체할 수 없으며, 인간만이 가진 독창적 사고와 경험은 여전히 중요하다. AI는 도구로서 인간의 잠재력을 확장하지만, 진정한 창의성은 여전히 인간의 상상력과 감성에서 나온다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5252143/52521433702.20250118071306.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52521433702"
크리에이티브를 위한 AI(큰글자책),"책 제목 : 크리에이티브를 위한 AI(큰글자책)
저자 : 표수연
출판사 : 커뮤니케이션북스
출판일 : 2025-01-22
ISBN : 979-11-7307-309-0
설명 : AI 기술이 창작과 창의성에 미치는 영향을 탐구한다. AI는 인간의 창의적 작업을 보조하고 혁신을 일으킬 수 있다. 그러나 AI가 창의성의 본질을 대체할 수 없으며, 인간만이 가진 독창적 사고와 경험은 여전히 중요하다. AI는 도구로서 인간의 잠재력을 확장하지만, 진정한 창의성은 여전히 인간의 상상력과 감성에서 나온다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5252143/52521433772.20250118071238.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52521433772"
2025 민경애 간호관리 도돌이표로 푸는 기출문제뽀개기,"책 제목 : 2025 민경애 간호관리 도돌이표로 푸는 기출문제뽀개기 (간호직 시험대비)
저자 : 민경애^김철규
출판사 : 스쿠리지
출판일 : 2025년 1월 22일
ISBN : 9791190029780
설명 : 1. 2024년 간호사국가고시, 지방직수탁 시험을 추가로 수록하였습니다. 행정학, 경영학 기출문제도 최소한으로 수록하였습니다. 2. 키워드별(주제별) 구성으로 되어 있습니다. 3. 본 교재는 개정법령 및 개정사항들을 충실히 반영하였습니다. 개정 전 기출문제는 개정 내용을 반영하여 기출문제를 수정하였습니다. 4. 대학교재, 간협문제집, 간호과학회 문제집, 필통 및 퍼시픽 간호사국시문제집 등 간호 및 타 전공교재들을 모두 참고하여 해설 및 을 구성하였습니다. 5. 공무원시험과목은 100점을 목표로 해야 합니다. 간호관리는 저희 커리큘럼 3단계를 따르면 분명히 100점이 가능합니다. 모든 교재에 공통적으로 들어 있는 내용을 아는 것은 합격에 영향을 주지 않습니다. 다른 교재에 없는 내용들이 결국 시험에서 경쟁력이 됩니다. 저희 교재로 끝까지 준비하고 마지막 관문인 시험이 끝나고 평가해 주세요. 6. 민뽀카페(cafe.daum.net/min-bbo)에서 민경애교수님의 1:1 특별 전화 상담을 받으시기 바랍니다. 저희는 2014년부터 전화상담을 계속하고 있습니다. 학생 본인의 입맛에 맞는 강사를 선택하는 것보다 고득점 합격생들이 선택하는 강사를 선택해야 합니다. 고득점 학생들은 하루 15시간 이상 뽑아냅니다. 전국 1등의 공부방법 및 국어, 영어, 한국사 과목별 100점 합격생들의 공부방법을 전화상담으로 전수하고 있습니다. 7. 본서에 대한 정오잡기 이벤트가 민뽀카페에서 상시적으로 진행되고 있습니다. 정오 개수 당 2만원의 상품권을 드립니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5252057/52520570863.20250117071218.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52520570863"
주제별 민사판례정리 1,"책 제목 : 주제별 민사판례정리 1 (2022.1.1 ~ 2024.12.1, 제8판)
저자 : 신관악 민사법학회
출판사 : 글샘
출판일 : 2025년 1월 22일
ISBN : 9791194302032
설명 : 제8판에서는 2022년 1월 1 일자 판례공보부터 2024년 12월 1 일자 판례공보까지의 공보게재판례를 기본으로 하여, 2024년에 5월월 30일까지 검색 가능한 미게재판례를 전부 검토하여 주제별로 충실하게 반영하여 주제별 민사판례정리I,II, III의 전 3권으로 구성되었다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5252057/52520570908.20250117071216.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52520570908"
탈곡기,"책 제목 : 탈곡기 (안영준 제3시집)
저자 : 안영준
출판사 : 시사랑음악사랑(시음사)
출판일 : 2025-01-22
ISBN : 9791162845844
설명 : 안영준 시인은 제1시집 『땅 껍데기 위에 무지렁이』, 제2시집 『숨어 우는 무지렁이』 출간으로 많은 독자의 사랑을 받았다. 이번에 세 번째 시집 『탈곡기』를 출간하여 독자에게 다가선다. 시인의 ‘詩’에 대한 사랑과 갈망 그리고 지나온 삶의 발자취를 느낄 수 있을 것이다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5253906/52539061141.20250121075918.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52539061141"
천재 보고서,"책 제목 : 천재 보고서 (내 안의 잠재력을 깨우는 천재들의 비밀코드)
저자 : 스콧 배리 카우프만^캐롤린 그레고어
출판사 : 필름(Feelm)
출판일 : 2025-01-22
ISBN : 9791193262368
설명 : 이 책은 파블로 피카소, 프리다 칼로, 마르셀 프루스트, 데이비드 포스터 월리스 등 역사적으로 유명한 천재들의 수많은 사례를 통해 복잡하고 어수선한 마음 가운데 그들의 잠재력을 깨울 수 있었던 ‘천재들의 10가지 비밀코드’에 관해 말하고 있다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5252310/52523109494.20250120072702.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52523109494"
"우연히, 웨스 앤더슨: 어드벤처","책 제목 : 우연히, 웨스 앤더슨: 어드벤처 (일상의 모든 순간이 모험이 된다)
저자 : 월리 코발^어맨다 코발
출판사 : 웅진지식하우스
출판일 : 2025.01.24
ISBN : 9788901291703
설명 : 독자적인 미학을 구축한 영화감독 웨스 앤더슨의 환상적인 미장센을 사진으로 구현하며 190만 구독자의 사랑을 받은 채널 ‘액시덴털리웨스앤더슨(Accidentally Wes Anderson)’이 두 번째 포토 에세이로 한국의 독자들을 찾아왔다. 이 책은 흥미진진하고 비밀스러운 장소들로 꽉꽉 채워진 한 편의 모험기다. 
섬네일 링크 : https://shopping-phinf.pstatic.net/main_32463314/32463314569.20230124095422.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/32463314569"
2025 해커스 유통관리사 2급 한권합격 이론+최신기출+무료특강,"책 제목 : 2025 해커스 유통관리사 2급 한권합격 이론 + 최신기출 15회 + 무료특강
저자 : 이인호, 임준희
출판사 : 해커스금융
출판일 : 2025년 1월 22일
ISBN : 9791172446253
설명 : 핵심이론부터 최신기출까지 유통관리사 2급 한 권으로 완성! 1. [이론]부터 [최신기출]까지 한 권으로 완성! 2. 유통관리사 2급 학습 효과를 높이는 다양한 학습 콘텐츠!
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5250930/52509305722.20250116071152.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52509305722"
원댄스 10,"책 제목 : 원댄스 10 (S코믹스)
저자 : 커피
출판사 : 소미미디어
출판일 : 2025년 1월 22일
ISBN : 979-11-384-3229-0
설명 : 2025년 TV 애니메이션 방송 예정인 작품으로, 비보이 배틀을 소재로 하고 있습니다. 춤을 향한 순수한 마음이 상대 팀 댄서 자라에게, 함께 싸우는 카베야와 이를 지켜보는 관중에게 전해지며, 배틀은 연장 전으로 이어집니다. 여름 방학을 맞이한 이치린 댄스부의 온과 3학년 부원들의 마지막 콘테스트가 시작되는 내용을 담고 있습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5250787/52507872280.20250117071217.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52507872280"
딸이 아니라 나를 좋아한다고?! 2,"책 제목 : 코믹 딸이 아니라 나를 좋아한다고?! 2 (S코믹스)
저자 : 아즈마 텟신
출판사 : 소미미디어
출판일 : 2025년 1월 22일
ISBN : 979-11-3848-5388
설명 : 연상 여성이 연하 남자에게 맹어택을 받아 절규하는 오랜 마음이 폭발하는 초순애 러브 코미디입니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5250724/52507247549.20250115163134.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52507247549"
